Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.19-224.0.0.251-5353-5353-17,192.168.10.19,5353,224.0.0.251,5353,17,06/07/2017 02:00:36 PM,89501767,223,0,26257.0,0.0,219.0,45.0,117.7443946188341,63.9910055086317,0,0,0,0,293.36850969657394,2.4915709206053998,403161.1126126126,2843991.634576583,3.2001682E7,1.0,8.9501767E7,403161.1126126126,2843991.634576583,3.2001682E7,1.0,0,0,0,0,0,0,0,0,0,1784,0,2.4915709206053998,0.0,45.0,219.0,117.7443946188341,63.9910055086317,4094.8487860057326,0,0,0,0,0,0,0,0,0.0,117.74439461883408,117.74439461883408,0.0,2917,24,7393,0,0,0,1,117,0,0,0,0,222,8,3044839.75,3594216.932621474,7003810.0,13.0,1.93305985E7,1.0061685701995715E7,3.2001682E7,8008170.0,BENIGN
192.168.10.12-192.168.10.3-123-123-17,192.168.10.12,123,192.168.10.3,123,17,06/07/2017 02:01:00 PM,65997308,4,4,192.0,192.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,5.818419139156402,0.12121706539909173,9428186.857142858,2.4944479875245724E7,6.599695E7,3.0,6.59972E7,2.1999066666666664E7,3.810349598960915E7,6.5997194E7,3.0,6.5997064E7,2.1999021333333336E7,3.8103417469972536E7,6.5997058E7,3.0,0,0,0,0,32,32,0.060608532699545865,0.060608532699545865,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,3,8,247.0,0.0,247.0,247.0,6.599695E7,0.0,6.599695E7,6.599695E7,BENIGN
192.168.10.8-224.0.0.22-0-0-0,192.168.10.8,0,224.0.0.22,0,0,06/07/2017 02:01:08 PM,76948,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,25.99157872849197,76948.0,0.0,76948.0,76948.0,76948.0,76948.0,0.0,76948.0,76948.0,0,0,0,0,0,0,0,0,0,0,0,25.99157872849197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-144.217.109.67-123-123-17,192.168.10.19,123,144.217.109.67,123,17,06/07/2017 02:00:56 PM,69106834,7,6,336.0,288.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,9.0294977194296,0.18811453582145,5758902.833333332,1.6774613440498976E7,5.8966341E7,27193.0,6.8999997E7,1.1499999499999998E7,2.327012389763522E7,5.8999941E7,1999866.0,6.9079641E7,1.38159282E7,2.5326228620560974E7,5.9073178E7,1618444.0,0,0,0,0,56,48,0.10129244236539615,0.08682209345605385,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,0.8571428571428571,48.0,48.0,48.0,0,0,0,0,0,0,0,25,0,22,0,0,6,8,1.0033656E7,0.0,1.0033656E7,1.0033656E7,5.8966341E7,0.0,5.8966341E7,5.8966341E7,BENIGN
192.168.10.12-91.189.89.199-123-123-17,192.168.10.12,123,91.189.89.199,123,17,06/07/2017 02:01:02 PM,66080212,3,3,144.0,144.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,4.3583395283296005,0.09079874017353334,1.32160424E7,2.8344942107745055E7,6.3901833E7,94211.0,6.5985962E7,3.2992981E7,4.3846029800442025E7,6.3996806E7,1989156.0,6.5986001E7,3.29930005E7,4.384497974687196E7,6.3996083E7,1989918.0,0,0,0,0,24,24,0.04539937008676667,0.04539937008676667,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,2,8,2084129.0,0.0,2084129.0,2084129.0,6.3901833E7,0.0,6.3901833E7,6.3901833E7,BENIGN
192.168.10.19-167.114.204.238-123-123-17,192.168.10.19,123,167.114.204.238,123,17,06/07/2017 02:00:58 PM,4015886,3,3,144.0,144.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,71.7151831501193,1.4940663156274854,803177.2,1077649.4576432079,1983944.0,15991.0,3999895.0,1999947.5,82.73149339882606,2000006.0,1999889.0,3999419.0,1999709.5,318.90515831513295,1999935.0,1999484.0,0,0,0,0,24,24,0.7470331578137427,0.7470331578137427,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,2,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-129.128.12.20-123-123-17,192.168.10.12,123,129.128.12.20,123,17,06/07/2017 02:01:00 PM,67082746,8,8,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,11.448547440201688,0.23851140500420182,4472183.066666667,1.4255580825616438E7,5.5910694E7,89788.0,6.6992775E7,9570396.42857143,2.0477158660077836E7,5.6000524E7,998092.0,6.6992356E7,9570336.57142857,2.0477251505220696E7,5.6000665E7,997490.0,0,0,0,0,64,64,0.11925570250210091,0.11925570250210091,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,1.1082081E7,0.0,1.1082081E7,1.1082081E7,5.5910694E7,0.0,5.5910694E7,5.5910694E7,BENIGN
192.168.10.12-167.114.204.238-123-123-17,192.168.10.12,123,167.114.204.238,123,17,06/07/2017 02:01:02 PM,78003009,8,7,384.0,336.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,9.23041314983118,0.19230027395481628,5571643.499999999,1.7140142974052377E7,6.5002366E7,16236.0,7.79867E7,1.1140957142857144E7,2.375351981483428E7,6.5002366E7,1994448.0,7.7986517E7,1.2997752833333334E7,2.6941542006154653E7,6.7991945E7,1994739.0,0,0,0,0,64,56,0.10256014610923535,0.08974012784558093,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,0.875,48.0,48.0,48.0,0,0,0,0,0,0,0,25,0,22,0,0,7,8,2989824.0,0.0,2989824.0,2989824.0,6.5002366E7,0.0,6.5002366E7,6.5002366E7,BENIGN
192.168.10.12-213.109.127.82-123-123-17,192.168.10.12,123,213.109.127.82,123,17,06/07/2017 02:00:59 PM,69105833,8,8,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,11.113388937805004,0.2315289362042709,4607055.533333334,1.422227942850223E7,5.5891586E7,108726.0,6.8997093E7,9856727.57142857,2.0350950561986107E7,5.6000529E7,1989879.0,6.899691E7,9856701.42857143,2.0350871964178775E7,5.6000326E7,1989881.0,0,0,0,0,64,64,0.11576446810213545,0.11576446810213545,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,1.3105507E7,0.0,1.3105507E7,1.3105507E7,5.5891586E7,0.0,5.5891586E7,5.5891586E7,BENIGN
192.168.10.12-5.9.74.228-123-123-17,192.168.10.12,123,5.9.74.228,123,17,06/07/2017 02:01:01 PM,70110575,8,8,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.954124966169513,0.22821093679519816,4674038.333333333,1.4746212342603268E7,5.7884605E7,115858.0,6.9994621E7,9999231.57142857,2.1166586447906513E7,5.8000537E7,1992982.0,6.9994514E7,9999216.285714285,2.1166602905472632E7,5.8000559E7,1992738.0,0,0,0,0,64,64,0.11410546839759908,0.11410546839759908,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,1.2110016E7,0.0,1.2110016E7,1.2110016E7,5.7884605E7,0.0,5.7884605E7,5.7884605E7,BENIGN
192.168.10.12-67.215.197.149-123-123-17,192.168.10.12,123,67.215.197.149,123,17,06/07/2017 02:01:01 PM,70017955,8,5,384.0,240.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,8.911999786340518,0.18566666221542746,5834829.583333333,1.6757794478368688E7,5.8965751E7,24239.0,6.9993716E7,9999102.285714285,2.16108521304088E7,5.9000579E7,996496.0,6.9983998E7,1.74959995E7,2.7834725539673846E7,5.898999E7,997036.0,0,0,0,0,64,40,0.11425640751718613,0.07141025469824133,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,0.625,48.0,48.0,48.0,0,0,0,0,0,0,0,29,0,18,0,0,7,8,1.1027965E7,0.0,1.1027965E7,1.1027965E7,5.8965751E7,0.0,5.8965751E7,5.8965751E7,BENIGN
192.168.10.15-192.168.10.3-123-123-17,192.168.10.15,123,192.168.10.3,123,17,06/07/2017 02:01:07 PM,66081538,6,6,288.0,288.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,8.716504146740654,0.18159383639043028,6007412.545454545,1.9430990821544085E7,6.457828E7,1.0,6.6081423E7,1.32162846E7,2.871963869795888E7,6.4578342E7,3.0,6.608146E7,1.3216292E7,2.8719637604356866E7,6.4578349E7,1.0,0,0,0,0,48,48,0.09079691819521514,0.09079691819521514,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,5,8,1503140.0,0.0,1503140.0,1503140.0,6.457828E7,0.0,6.457828E7,6.457828E7,BENIGN
192.168.10.12-144.217.148.73-123-123-17,192.168.10.12,123,144.217.148.73,123,17,06/07/2017 02:00:59 PM,72012337,8,8,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.664839276081263,0.22218415158502633,4800822.466666668,1.5028649174649356E7,5.8984516E7,15958.0,7.1996376E7,1.028519657142857E7,2.1484768422912963E7,5.9000556E7,1989880.0,7.1996252E7,1.0285178857142858E7,2.1484741060495544E7,5.9000477E7,1989878.0,0,0,0,0,64,64,0.11109207579251316,0.11109207579251316,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,1.301186E7,0.0,1.301186E7,1.301186E7,5.8984516E7,0.0,5.8984516E7,5.8984516E7,BENIGN
192.168.10.12-158.69.247.184-123-123-17,192.168.10.12,123,158.69.247.184,123,17,06/07/2017 02:01:02 PM,70003140,8,8,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.97093644656511,0.22856117597010647,4666876.0,1.5054752259265738E7,5.8984153E7,16277.0,6.9986595E7,9998085.0,2.161131717433309E7,5.9000558E7,992008.0,6.9986683E7,9998097.57142857,2.161137468657385E7,5.9000698E7,991828.0,0,0,0,0,64,64,0.11428058798505324,0.11428058798505324,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,1.1002442E7,0.0,1.1002442E7,1.1002442E7,5.8984153E7,0.0,5.8984153E7,5.8984153E7,BENIGN
192.168.10.12-192.95.27.155-123-123-17,192.168.10.12,123,192.95.27.155,123,17,06/07/2017 02:01:00 PM,73013762,8,8,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.518564979571932,0.21913677040774862,4867584.133333334,1.5022142967728231E7,5.8984217E7,16358.0,7.2997272E7,1.0428181714285715E7,2.143154968393108E7,5.9000575E7,1989874.0,7.2997307E7,1.0428186714285715E7,2.1431607040320985E7,5.9000707E7,1989871.0,0,0,0,0,64,64,0.10956838520387431,0.10956838520387431,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,1.4013055E7,0.0,1.4013055E7,1.4013055E7,5.8984217E7,0.0,5.8984217E7,5.8984217E7,BENIGN
192.168.10.12-163.172.10.212-123-123-17,192.168.10.12,123,163.172.10.212,123,17,06/07/2017 02:01:00 PM,73094276,8,8,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.506978685991774,0.2188953892914953,4872951.733333333,1.4992564878969176E7,5.8903576E7,96807.0,7.2997214E7,1.042817342857143E7,2.143149228131907E7,5.9000573E7,1993679.0,7.299737E7,1.0428195714285715E7,2.1431509319310922E7,5.9000638E7,1993711.0,0,0,0,0,64,64,0.10944769464574765,0.10944769464574765,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,1.4093638E7,0.0,1.4093638E7,1.4093638E7,5.8903576E7,0.0,5.8903576E7,5.8903576E7,BENIGN
192.168.10.12-195.186.4.101-123-123-17,192.168.10.12,123,195.186.4.101,123,17,06/07/2017 02:00:58 PM,72122013,9,9,432.0,432.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,11.979698902746934,0.24957706047389444,4242471.352941177,1.3369056539145727E7,5.588584E7,120280.0,7.2001035E7,9000129.375,1.9029097151329517E7,5.600612E7,998311.0,7.2001567E7,9000195.875,1.9029353282592174E7,5.6006818E7,998315.0,0,0,0,0,72,72,0.12478853023694722,0.12478853023694722,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,8,8,1.6115195E7,0.0,1.6115195E7,1.6115195E7,5.588584E7,0.0,5.588584E7,5.588584E7,BENIGN
192.168.10.19-72.38.129.202-123-123-17,192.168.10.19,123,72.38.129.202,123,17,06/07/2017 02:00:50 PM,19034529,3,3,144.0,144.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,15.130398025609145,0.31521662553352386,3806905.8,7400479.165105035,1.6960379E7,32019.0,1.8999985E7,9499992.5,1.0606651922379676E7,1.7000028E7,1999957.0,1.900251E7,9501255.0,1.0597646917521266E7,1.6994923E7,2007587.0,0,0,0,0,24,24,0.15760831276676193,0.15760831276676193,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,2,8,2039606.0,0.0,2039606.0,2039606.0,1.6960379E7,0.0,1.6960379E7,1.6960379E7,BENIGN
192.168.10.12-159.203.8.72-123-123-17,192.168.10.12,123,159.203.8.72,123,17,06/07/2017 02:01:01 PM,72017158,8,8,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.664125346351492,0.2221692780489894,4801143.866666666,1.4762617196151773E7,5.7978384E7,22173.0,7.1994719E7,1.0284959857142856E7,2.1053837063321956E7,5.8000557E7,1996233.0,7.1994641E7,1.0284948714285715E7,2.1053957797895055E7,5.8000823E7,1996218.0,0,0,0,0,64,64,0.1110846390244947,0.1110846390244947,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,1.4016335E7,0.0,1.4016335E7,1.4016335E7,5.7978384E7,0.0,5.7978384E7,5.7978384E7,BENIGN
192.168.10.19-129.128.12.20-123-123-17,192.168.10.19,123,129.128.12.20,123,17,06/07/2017 02:01:06 PM,66086957,7,7,336.0,336.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.168420979044322,0.21184210373009005,5083612.076923076,1.5298833766933786E7,5.5912967E7,86737.0,6.5999864E7,1.0999977333333334E7,2.20453967441113E7,5.5999955E7,1999849.0,6.5999787E7,1.09999645E7,2.2045454471111406E7,5.600006E7,1999704.0,0,0,0,0,56,56,0.10592105186504502,0.10592105186504502,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,6,8,1.0086897E7,0.0,1.0086897E7,1.0086897E7,5.5912967E7,0.0,5.5912967E7,5.5912967E7,BENIGN
